area,Date,Rt_025,Rt_05,Rt_10,Rt_20,Rt_25,Rt_30,Rt_40,Rt_50,Rt_60,Rt_70,Rt_75,Rt_80,Rt_90,Rt_95,Rt_975,provenance
"East of England",2021-01-31,0.57,0.57,0.58,0.60,0.60,0.61,0.62,0.63,0.65,0.68,0.69,0.69,0.73,0.75,0.76,inferred
"East of England",2021-02-01,0.57,0.57,0.58,0.60,0.60,0.61,0.62,0.63,0.65,0.68,0.69,0.69,0.73,0.75,0.76,inferred
"East of England",2021-02-02,0.57,0.57,0.58,0.60,0.60,0.61,0.62,0.63,0.65,0.68,0.69,0.69,0.73,0.75,0.76,inferred
"East of England",2021-02-03,0.57,0.57,0.58,0.60,0.60,0.61,0.62,0.63,0.65,0.68,0.69,0.69,0.73,0.75,0.76,inferred
"East of England",2021-02-04,0.57,0.57,0.58,0.60,0.60,0.61,0.62,0.63,0.65,0.68,0.69,0.69,0.73,0.75,0.76,inferred
"East of England",2021-02-05,0.57,0.57,0.58,0.60,0.60,0.61,0.62,0.63,0.65,0.68,0.69,0.69,0.73,0.75,0.76,inferred
"East of England",2021-02-06,0.57,0.57,0.58,0.60,0.60,0.61,0.62,0.63,0.65,0.68,0.69,0.69,0.73,0.75,0.76,inferred
"East of England",2021-02-07,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.70,0.72,0.75,0.76,0.76,0.79,0.81,0.82,inferred
"East of England",2021-02-08,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.70,0.72,0.75,0.76,0.76,0.79,0.81,0.82,inferred
"East of England",2021-02-09,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.70,0.72,0.75,0.76,0.76,0.79,0.81,0.82,inferred
"East of England",2021-02-10,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.70,0.72,0.75,0.76,0.76,0.79,0.81,0.82,inferred
"East of England",2021-02-11,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.70,0.72,0.75,0.76,0.76,0.79,0.81,0.82,inferred
"East of England",2021-02-12,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.70,0.72,0.75,0.76,0.76,0.79,0.81,0.82,inferred
"East of England",2021-02-13,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.70,0.72,0.75,0.76,0.76,0.79,0.81,0.82,inferred
"East of England",2021-02-14,0.65,0.65,0.66,0.68,0.68,0.69,0.70,0.71,0.73,0.75,0.76,0.76,0.78,0.80,0.81,inferred
"East of England",2021-02-15,0.65,0.65,0.66,0.68,0.68,0.69,0.70,0.71,0.73,0.75,0.76,0.76,0.78,0.80,0.81,inferred
"East of England",2021-02-16,0.65,0.65,0.66,0.68,0.68,0.69,0.70,0.71,0.73,0.75,0.76,0.76,0.78,0.80,0.81,inferred
"East of England",2021-02-17,0.65,0.65,0.66,0.68,0.68,0.69,0.70,0.71,0.73,0.75,0.76,0.76,0.78,0.80,0.81,inferred
"East of England",2021-02-18,0.65,0.65,0.66,0.68,0.68,0.69,0.70,0.71,0.73,0.75,0.76,0.76,0.78,0.80,0.81,inferred
"East of England",2021-02-19,0.65,0.65,0.66,0.68,0.68,0.69,0.70,0.71,0.73,0.75,0.76,0.76,0.78,0.80,0.81,inferred
"East of England",2021-02-20,0.65,0.65,0.66,0.68,0.68,0.69,0.70,0.71,0.73,0.75,0.76,0.76,0.78,0.80,0.81,inferred
"East of England",2021-02-21,0.65,0.66,0.67,0.68,0.69,0.69,0.70,0.72,0.74,0.75,0.76,0.77,0.79,0.81,0.82,inferred
"East of England",2021-02-22,0.65,0.66,0.67,0.68,0.69,0.69,0.70,0.72,0.74,0.75,0.76,0.77,0.79,0.81,0.82,inferred
"East of England",2021-02-23,0.65,0.66,0.67,0.68,0.69,0.69,0.70,0.72,0.74,0.75,0.76,0.77,0.79,0.81,0.82,inferred
"East of England",2021-02-24,0.65,0.66,0.67,0.68,0.69,0.69,0.70,0.72,0.74,0.75,0.76,0.77,0.79,0.81,0.82,inferred
"East of England",2021-02-25,0.65,0.66,0.67,0.68,0.69,0.69,0.70,0.72,0.74,0.75,0.76,0.77,0.79,0.81,0.82,inferred
"East of England",2021-02-26,0.65,0.66,0.67,0.68,0.69,0.69,0.70,0.72,0.74,0.75,0.76,0.77,0.79,0.81,0.82,inferred
"East of England",2021-02-27,0.65,0.66,0.67,0.68,0.69,0.69,0.70,0.72,0.74,0.75,0.76,0.77,0.79,0.81,0.82,inferred
"East of England",2021-02-28,0.76,0.76,0.77,0.79,0.79,0.80,0.81,0.82,0.84,0.85,0.86,0.87,0.89,0.90,0.91,inferred
"East of England",2021-03-01,0.76,0.76,0.77,0.79,0.79,0.80,0.81,0.82,0.84,0.85,0.86,0.87,0.89,0.90,0.91,inferred
"East of England",2021-03-02,0.76,0.76,0.77,0.79,0.79,0.80,0.81,0.82,0.84,0.85,0.86,0.87,0.89,0.90,0.91,inferred
"East of England",2021-03-03,0.76,0.76,0.77,0.79,0.79,0.80,0.81,0.82,0.84,0.85,0.86,0.87,0.89,0.90,0.91,inferred
"East of England",2021-03-04,0.76,0.76,0.77,0.79,0.79,0.80,0.81,0.82,0.84,0.85,0.86,0.87,0.89,0.90,0.91,inferred
"East of England",2021-03-05,0.76,0.76,0.77,0.79,0.79,0.80,0.81,0.82,0.84,0.85,0.86,0.87,0.89,0.90,0.91,inferred
"East of England",2021-03-06,0.76,0.76,0.77,0.79,0.79,0.80,0.81,0.82,0.84,0.85,0.86,0.87,0.89,0.90,0.91,inferred
"East of England",2021-03-07,0.84,0.85,0.86,0.88,0.89,0.89,0.90,0.91,0.92,0.93,0.94,0.94,0.96,0.97,0.97,inferred
"East of England",2021-03-08,0.84,0.85,0.86,0.88,0.89,0.89,0.90,0.91,0.92,0.93,0.94,0.94,0.96,0.97,0.97,inferred
"East of England",2021-03-09,0.84,0.85,0.86,0.88,0.89,0.89,0.90,0.91,0.92,0.93,0.94,0.94,0.96,0.97,0.97,inferred
"East of England",2021-03-10,0.84,0.85,0.86,0.88,0.89,0.89,0.90,0.91,0.92,0.93,0.94,0.94,0.96,0.97,0.97,inferred
"East of England",2021-03-11,0.84,0.85,0.86,0.88,0.89,0.89,0.90,0.91,0.92,0.93,0.94,0.94,0.96,0.97,0.97,inferred
"East of England",2021-03-12,0.84,0.85,0.86,0.88,0.89,0.89,0.90,0.91,0.92,0.93,0.94,0.94,0.96,0.97,0.97,inferred
"East of England",2021-03-13,0.84,0.85,0.86,0.88,0.89,0.89,0.90,0.91,0.92,0.93,0.94,0.94,0.96,0.97,0.97,inferred
"East of England",2021-03-14,0.83,0.84,0.85,0.86,0.86,0.87,0.88,0.88,0.89,0.90,0.91,0.91,0.92,0.93,0.94,inferred
"East of England",2021-03-15,0.83,0.84,0.85,0.86,0.86,0.87,0.88,0.88,0.89,0.90,0.91,0.91,0.92,0.93,0.94,inferred
"East of England",2021-03-16,0.83,0.84,0.85,0.86,0.86,0.87,0.88,0.88,0.89,0.90,0.91,0.91,0.92,0.93,0.94,inferred
"East of England",2021-03-17,0.83,0.84,0.85,0.86,0.86,0.87,0.88,0.88,0.89,0.90,0.91,0.91,0.92,0.93,0.94,inferred
"East of England",2021-03-18,0.83,0.84,0.85,0.86,0.86,0.87,0.88,0.88,0.89,0.90,0.91,0.91,0.92,0.93,0.94,inferred
"East of England",2021-03-19,0.83,0.84,0.85,0.86,0.86,0.87,0.88,0.88,0.89,0.90,0.91,0.91,0.92,0.93,0.94,inferred
"East of England",2021-03-20,0.83,0.84,0.85,0.86,0.86,0.87,0.88,0.88,0.89,0.90,0.91,0.91,0.92,0.93,0.94,inferred
"East of England",2021-03-21,0.73,0.74,0.75,0.76,0.76,0.77,0.78,0.79,0.80,0.80,0.81,0.81,0.83,0.85,0.85,inferred
"East of England",2021-03-22,0.73,0.74,0.75,0.76,0.76,0.77,0.78,0.79,0.80,0.80,0.81,0.81,0.83,0.85,0.85,inferred
"East of England",2021-03-23,0.73,0.74,0.75,0.76,0.76,0.77,0.78,0.79,0.80,0.80,0.81,0.81,0.83,0.85,0.85,inferred
"East of England",2021-03-24,0.73,0.74,0.75,0.76,0.76,0.77,0.78,0.79,0.80,0.80,0.81,0.81,0.83,0.85,0.85,inferred
"East of England",2021-03-25,0.73,0.74,0.75,0.76,0.76,0.77,0.78,0.79,0.80,0.80,0.81,0.81,0.83,0.85,0.85,inferred
"East of England",2021-03-26,0.73,0.74,0.75,0.76,0.76,0.77,0.78,0.79,0.80,0.80,0.81,0.81,0.83,0.85,0.85,inferred
"East of England",2021-03-27,0.73,0.74,0.75,0.76,0.76,0.77,0.78,0.79,0.80,0.80,0.81,0.81,0.83,0.85,0.85,inferred
"East of England",2021-03-28,0.74,0.75,0.77,0.78,0.79,0.80,0.80,0.82,0.83,0.84,0.85,0.85,0.87,0.89,0.90,inferred
"East of England",2021-03-29,0.74,0.75,0.77,0.78,0.79,0.80,0.80,0.82,0.83,0.84,0.85,0.85,0.87,0.89,0.90,inferred
"East of England",2021-03-30,0.74,0.75,0.77,0.78,0.79,0.80,0.80,0.82,0.83,0.84,0.85,0.85,0.87,0.89,0.90,inferred
"East of England",2021-03-31,0.74,0.75,0.77,0.78,0.79,0.80,0.80,0.82,0.83,0.84,0.85,0.85,0.87,0.89,0.90,inferred
"East of England",2021-04-01,0.74,0.75,0.77,0.78,0.79,0.80,0.80,0.82,0.83,0.84,0.85,0.85,0.87,0.89,0.90,inferred
"East of England",2021-04-02,0.74,0.75,0.77,0.78,0.79,0.80,0.80,0.82,0.83,0.84,0.85,0.85,0.87,0.89,0.90,inferred
"East of England",2021-04-03,0.74,0.75,0.77,0.78,0.79,0.80,0.80,0.82,0.83,0.84,0.85,0.85,0.87,0.89,0.90,inferred
"East of England",2021-04-04,0.80,0.81,0.83,0.85,0.86,0.87,0.88,0.89,0.91,0.92,0.93,0.94,0.96,0.98,0.99,inferred
"East of England",2021-04-05,0.80,0.81,0.83,0.85,0.86,0.87,0.88,0.89,0.91,0.92,0.93,0.94,0.96,0.98,0.99,inferred
"East of England",2021-04-06,0.80,0.81,0.83,0.85,0.86,0.87,0.88,0.89,0.91,0.92,0.93,0.94,0.96,0.98,0.99,inferred
"East of England",2021-04-07,0.80,0.81,0.83,0.85,0.86,0.87,0.88,0.89,0.91,0.92,0.93,0.94,0.96,0.98,0.99,inferred
"East of England",2021-04-08,0.80,0.81,0.83,0.85,0.86,0.87,0.88,0.89,0.91,0.92,0.93,0.94,0.96,0.98,0.99,inferred
"East of England",2021-04-09,0.80,0.81,0.83,0.85,0.86,0.87,0.88,0.89,0.91,0.92,0.93,0.94,0.96,0.98,0.99,inferred
"East of England",2021-04-10,0.80,0.81,0.83,0.85,0.86,0.87,0.88,0.89,0.91,0.92,0.93,0.94,0.96,0.98,0.99,inferred
"East of England",2021-04-11,0.81,0.83,0.84,0.87,0.88,0.89,0.91,0.92,0.94,0.95,0.96,0.97,1.00,1.02,1.04,projected
"East of England",2021-04-12,0.81,0.83,0.84,0.87,0.88,0.89,0.91,0.92,0.94,0.95,0.96,0.97,1.00,1.02,1.04,projected
"East of England",2021-04-13,0.81,0.83,0.84,0.87,0.88,0.89,0.91,0.92,0.94,0.95,0.96,0.97,1.00,1.02,1.04,projected
"East of England",2021-04-14,0.81,0.83,0.84,0.87,0.88,0.89,0.91,0.92,0.94,0.95,0.96,0.97,1.00,1.02,1.04,projected
"East of England",2021-04-15,0.81,0.83,0.84,0.87,0.88,0.89,0.91,0.92,0.94,0.95,0.96,0.97,1.00,1.02,1.04,projected
"East of England",2021-04-16,0.81,0.83,0.84,0.87,0.88,0.89,0.91,0.92,0.94,0.95,0.96,0.97,1.00,1.02,1.04,projected
"East of England",2021-04-17,0.81,0.83,0.84,0.87,0.88,0.89,0.91,0.92,0.94,0.95,0.96,0.97,1.00,1.02,1.04,projected
"East of England",2021-04-18,0.83,0.85,0.87,0.89,0.91,0.91,0.93,0.95,0.97,0.99,1.00,1.01,1.04,1.06,1.09,projected
"East of England",2021-04-19,0.83,0.85,0.87,0.89,0.91,0.91,0.93,0.95,0.97,0.99,1.00,1.01,1.04,1.06,1.09,projected
"East of England",2021-04-20,0.83,0.85,0.87,0.89,0.91,0.91,0.93,0.95,0.97,0.99,1.00,1.01,1.04,1.06,1.09,projected
"East of England",2021-04-21,0.83,0.85,0.87,0.89,0.91,0.91,0.93,0.95,0.97,0.99,1.00,1.01,1.04,1.06,1.09,projected
"East of England",2021-04-22,0.83,0.85,0.87,0.89,0.91,0.91,0.93,0.95,0.97,0.99,1.00,1.01,1.04,1.06,1.09,projected
"East of England",2021-04-23,0.83,0.85,0.87,0.89,0.91,0.91,0.93,0.95,0.97,0.99,1.00,1.01,1.04,1.06,1.09,projected
"East of England",2021-04-24,0.83,0.85,0.87,0.89,0.91,0.91,0.93,0.95,0.97,0.99,1.00,1.01,1.04,1.06,1.09,projected
"East of England",2021-04-25,0.85,0.87,0.89,0.92,0.93,0.94,0.96,0.98,1.00,1.02,1.03,1.05,1.08,1.12,1.15,projected
"East of England",2021-04-26,0.85,0.87,0.89,0.92,0.93,0.94,0.96,0.98,1.00,1.02,1.03,1.05,1.08,1.12,1.15,projected
"East of England",2021-04-27,0.85,0.87,0.89,0.92,0.93,0.94,0.96,0.98,1.00,1.02,1.03,1.05,1.08,1.12,1.15,projected
"East of England",2021-04-28,0.85,0.87,0.89,0.92,0.93,0.94,0.96,0.98,1.00,1.02,1.03,1.05,1.08,1.12,1.15,projected
"East of England",2021-04-29,0.85,0.87,0.89,0.92,0.93,0.94,0.96,0.98,1.00,1.02,1.03,1.05,1.08,1.12,1.15,projected
"East of England",2021-04-30,0.85,0.87,0.89,0.92,0.93,0.94,0.96,0.98,1.00,1.02,1.03,1.05,1.08,1.12,1.15,projected
"East of England",2021-05-01,0.85,0.87,0.89,0.92,0.93,0.94,0.96,0.98,1.00,1.02,1.03,1.05,1.08,1.12,1.15,projected
"South East",2020-12-27,0.94,0.94,0.97,1.00,1.00,1.01,1.01,1.02,1.03,1.03,1.04,1.04,1.05,1.06,1.06,inferred
"South East",2020-12-28,0.94,0.94,0.97,1.00,1.00,1.01,1.01,1.02,1.03,1.03,1.04,1.04,1.05,1.06,1.06,inferred
"South East",2020-12-29,0.94,0.94,0.97,1.00,1.00,1.01,1.01,1.02,1.03,1.03,1.04,1.04,1.05,1.06,1.06,inferred
"South East",2020-12-30,0.94,0.94,0.97,1.00,1.00,1.01,1.01,1.02,1.03,1.03,1.04,1.04,1.05,1.06,1.06,inferred
"South East",2020-12-31,0.94,0.94,0.97,1.00,1.00,1.01,1.01,1.02,1.03,1.03,1.04,1.04,1.05,1.06,1.06,inferred
"South East",2021-01-01,0.94,0.94,0.97,1.00,1.00,1.01,1.01,1.02,1.03,1.03,1.04,1.04,1.05,1.06,1.06,inferred
"South East",2021-01-02,0.94,0.94,0.97,1.00,1.00,1.01,1.01,1.02,1.03,1.03,1.04,1.04,1.05,1.06,1.06,inferred
"South East",2021-01-03,0.70,0.71,0.71,0.72,0.73,0.73,0.74,0.75,0.75,0.76,0.77,0.77,0.79,0.80,0.80,inferred
"South East",2021-01-04,0.70,0.71,0.71,0.72,0.73,0.73,0.74,0.75,0.75,0.76,0.77,0.77,0.79,0.80,0.80,inferred
"South East",2021-01-05,0.70,0.71,0.71,0.72,0.73,0.73,0.74,0.75,0.75,0.76,0.77,0.77,0.79,0.80,0.80,inferred
"South East",2021-01-06,0.70,0.71,0.71,0.72,0.73,0.73,0.74,0.75,0.75,0.76,0.77,0.77,0.79,0.80,0.80,inferred
"South East",2021-01-07,0.70,0.71,0.71,0.72,0.73,0.73,0.74,0.75,0.75,0.76,0.77,0.77,0.79,0.80,0.80,inferred
"South East",2021-01-08,0.70,0.71,0.71,0.72,0.73,0.73,0.74,0.75,0.75,0.76,0.77,0.77,0.79,0.80,0.80,inferred
"South East",2021-01-09,0.70,0.71,0.71,0.72,0.73,0.73,0.74,0.75,0.75,0.76,0.77,0.77,0.79,0.80,0.80,inferred
"South East",2021-01-10,0.64,0.65,0.65,0.66,0.66,0.67,0.68,0.69,0.70,0.72,0.73,0.74,0.76,0.77,0.78,inferred
"South East",2021-01-11,0.64,0.65,0.65,0.66,0.66,0.67,0.68,0.69,0.70,0.72,0.73,0.74,0.76,0.77,0.78,inferred
"South East",2021-01-12,0.64,0.65,0.65,0.66,0.66,0.67,0.68,0.69,0.70,0.72,0.73,0.74,0.76,0.77,0.78,inferred
"South East",2021-01-13,0.64,0.65,0.65,0.66,0.66,0.67,0.68,0.69,0.70,0.72,0.73,0.74,0.76,0.77,0.78,inferred
"South East",2021-01-14,0.64,0.65,0.65,0.66,0.66,0.67,0.68,0.69,0.70,0.72,0.73,0.74,0.76,0.77,0.78,inferred
"South East",2021-01-15,0.64,0.65,0.65,0.66,0.66,0.67,0.68,0.69,0.70,0.72,0.73,0.74,0.76,0.77,0.78,inferred
"South East",2021-01-16,0.64,0.65,0.65,0.66,0.66,0.67,0.68,0.69,0.70,0.72,0.73,0.74,0.76,0.77,0.78,inferred
"South East",2021-01-17,0.57,0.57,0.58,0.59,0.60,0.61,0.61,0.62,0.64,0.67,0.68,0.68,0.71,0.74,0.74,inferred
"South East",2021-01-18,0.57,0.57,0.58,0.59,0.60,0.61,0.61,0.62,0.64,0.67,0.68,0.68,0.71,0.74,0.74,inferred
"South East",2021-01-19,0.57,0.57,0.58,0.59,0.60,0.61,0.61,0.62,0.64,0.67,0.68,0.68,0.71,0.74,0.74,inferred
"South East",2021-01-20,0.57,0.57,0.58,0.59,0.60,0.61,0.61,0.62,0.64,0.67,0.68,0.68,0.71,0.74,0.74,inferred
"South East",2021-01-21,0.57,0.57,0.58,0.59,0.60,0.61,0.61,0.62,0.64,0.67,0.68,0.68,0.71,0.74,0.74,inferred
"South East",2021-01-22,0.57,0.57,0.58,0.59,0.60,0.61,0.61,0.62,0.64,0.67,0.68,0.68,0.71,0.74,0.74,inferred
"South East",2021-01-23,0.57,0.57,0.58,0.59,0.60,0.61,0.61,0.62,0.64,0.67,0.68,0.68,0.71,0.74,0.74,inferred
"South East",2021-01-24,0.56,0.57,0.58,0.59,0.60,0.60,0.61,0.62,0.65,0.68,0.68,0.69,0.71,0.74,0.74,inferred
"South East",2021-01-25,0.56,0.57,0.58,0.59,0.60,0.60,0.61,0.62,0.65,0.68,0.68,0.69,0.71,0.74,0.74,inferred
"South East",2021-01-26,0.56,0.57,0.58,0.59,0.60,0.60,0.61,0.62,0.65,0.68,0.68,0.69,0.71,0.74,0.74,inferred
"South East",2021-01-27,0.56,0.57,0.58,0.59,0.60,0.60,0.61,0.62,0.65,0.68,0.68,0.69,0.71,0.74,0.74,inferred
"South East",2021-01-28,0.56,0.57,0.58,0.59,0.60,0.60,0.61,0.62,0.65,0.68,0.68,0.69,0.71,0.74,0.74,inferred
"South East",2021-01-29,0.56,0.57,0.58,0.59,0.60,0.60,0.61,0.62,0.65,0.68,0.68,0.69,0.71,0.74,0.74,inferred
"South East",2021-01-30,0.56,0.57,0.58,0.59,0.60,0.60,0.61,0.62,0.65,0.68,0.68,0.69,0.71,0.74,0.74,inferred
"South East",2021-01-31,0.54,0.54,0.55,0.56,0.57,0.58,0.59,0.60,0.63,0.66,0.66,0.67,0.70,0.73,0.74,inferred
"South East",2021-02-01,0.54,0.54,0.55,0.56,0.57,0.58,0.59,0.60,0.63,0.66,0.66,0.67,0.70,0.73,0.74,inferred
"South East",2021-02-02,0.54,0.54,0.55,0.56,0.57,0.58,0.59,0.60,0.63,0.66,0.66,0.67,0.70,0.73,0.74,inferred
"South East",2021-02-03,0.54,0.54,0.55,0.56,0.57,0.58,0.59,0.60,0.63,0.66,0.66,0.67,0.70,0.73,0.74,inferred
"South East",2021-02-04,0.54,0.54,0.55,0.56,0.57,0.58,0.59,0.60,0.63,0.66,0.66,0.67,0.70,0.73,0.74,inferred
"South East",2021-02-05,0.54,0.54,0.55,0.56,0.57,0.58,0.59,0.60,0.63,0.66,0.66,0.67,0.70,0.73,0.74,inferred
"South East",2021-02-06,0.54,0.54,0.55,0.56,0.57,0.58,0.59,0.60,0.63,0.66,0.66,0.67,0.70,0.73,0.74,inferred
"South East",2021-02-07,0.62,0.63,0.64,0.66,0.66,0.67,0.68,0.70,0.72,0.75,0.75,0.76,0.78,0.81,0.82,inferred
"South East",2021-02-08,0.62,0.63,0.64,0.66,0.66,0.67,0.68,0.70,0.72,0.75,0.75,0.76,0.78,0.81,0.82,inferred
"South East",2021-02-09,0.62,0.63,0.64,0.66,0.66,0.67,0.68,0.70,0.72,0.75,0.75,0.76,0.78,0.81,0.82,inferred
"South East",2021-02-10,0.62,0.63,0.64,0.66,0.66,0.67,0.68,0.70,0.72,0.75,0.75,0.76,0.78,0.81,0.82,inferred
"South East",2021-02-11,0.62,0.63,0.64,0.66,0.66,0.67,0.68,0.70,0.72,0.75,0.75,0.76,0.78,0.81,0.82,inferred
"South East",2021-02-12,0.62,0.63,0.64,0.66,0.66,0.67,0.68,0.70,0.72,0.75,0.75,0.76,0.78,0.81,0.82,inferred
"South East",2021-02-13,0.62,0.63,0.64,0.66,0.66,0.67,0.68,0.70,0.72,0.75,0.75,0.76,0.78,0.81,0.82,inferred
"South East",2021-02-14,0.62,0.63,0.64,0.65,0.66,0.66,0.68,0.69,0.71,0.73,0.74,0.74,0.77,0.78,0.79,inferred
"South East",2021-02-15,0.62,0.63,0.64,0.65,0.66,0.66,0.68,0.69,0.71,0.73,0.74,0.74,0.77,0.78,0.79,inferred
"South East",2021-02-16,0.62,0.63,0.64,0.65,0.66,0.66,0.68,0.69,0.71,0.73,0.74,0.74,0.77,0.78,0.79,inferred
"South East",2021-02-17,0.62,0.63,0.64,0.65,0.66,0.66,0.68,0.69,0.71,0.73,0.74,0.74,0.77,0.78,0.79,inferred
"South East",2021-02-18,0.62,0.63,0.64,0.65,0.66,0.66,0.68,0.69,0.71,0.73,0.74,0.74,0.77,0.78,0.79,inferred
"South East",2021-02-19,0.62,0.63,0.64,0.65,0.66,0.66,0.68,0.69,0.71,0.73,0.74,0.74,0.77,0.78,0.79,inferred
"South East",2021-02-20,0.62,0.63,0.64,0.65,0.66,0.66,0.68,0.69,0.71,0.73,0.74,0.74,0.77,0.78,0.79,inferred
"South East",2021-02-21,0.62,0.63,0.64,0.65,0.66,0.66,0.68,0.69,0.71,0.73,0.73,0.74,0.77,0.79,0.80,inferred
"South East",2021-02-22,0.62,0.63,0.64,0.65,0.66,0.66,0.68,0.69,0.71,0.73,0.73,0.74,0.77,0.79,0.80,inferred
"South East",2021-02-23,0.62,0.63,0.64,0.65,0.66,0.66,0.68,0.69,0.71,0.73,0.73,0.74,0.77,0.79,0.80,inferred
"South East",2021-02-24,0.62,0.63,0.64,0.65,0.66,0.66,0.68,0.69,0.71,0.73,0.73,0.74,0.77,0.79,0.80,inferred
"South East",2021-02-25,0.62,0.63,0.64,0.65,0.66,0.66,0.68,0.69,0.71,0.73,0.73,0.74,0.77,0.79,0.80,inferred
"South East",2021-02-26,0.62,0.63,0.64,0.65,0.66,0.66,0.68,0.69,0.71,0.73,0.73,0.74,0.77,0.79,0.80,inferred
"South East",2021-02-27,0.62,0.63,0.64,0.65,0.66,0.66,0.68,0.69,0.71,0.73,0.73,0.74,0.77,0.79,0.80,inferred
"South East",2021-02-28,0.77,0.78,0.79,0.80,0.81,0.82,0.83,0.84,0.86,0.87,0.88,0.89,0.90,0.92,0.93,inferred
"South East",2021-03-01,0.77,0.78,0.79,0.80,0.81,0.82,0.83,0.84,0.86,0.87,0.88,0.89,0.90,0.92,0.93,inferred
"South East",2021-03-02,0.77,0.78,0.79,0.80,0.81,0.82,0.83,0.84,0.86,0.87,0.88,0.89,0.90,0.92,0.93,inferred
"South East",2021-03-03,0.77,0.78,0.79,0.80,0.81,0.82,0.83,0.84,0.86,0.87,0.88,0.89,0.90,0.92,0.93,inferred
"South East",2021-03-04,0.77,0.78,0.79,0.80,0.81,0.82,0.83,0.84,0.86,0.87,0.88,0.89,0.90,0.92,0.93,inferred
"South East",2021-03-05,0.77,0.78,0.79,0.80,0.81,0.82,0.83,0.84,0.86,0.87,0.88,0.89,0.90,0.92,0.93,inferred
"South East",2021-03-06,0.77,0.78,0.79,0.80,0.81,0.82,0.83,0.84,0.86,0.87,0.88,0.89,0.90,0.92,0.93,inferred
"South East",2021-03-07,0.86,0.87,0.88,0.89,0.90,0.90,0.91,0.92,0.93,0.94,0.95,0.95,0.96,0.97,0.98,inferred
"South East",2021-03-08,0.86,0.87,0.88,0.89,0.90,0.90,0.91,0.92,0.93,0.94,0.95,0.95,0.96,0.97,0.98,inferred
"South East",2021-03-09,0.86,0.87,0.88,0.89,0.90,0.90,0.91,0.92,0.93,0.94,0.95,0.95,0.96,0.97,0.98,inferred
"South East",2021-03-10,0.86,0.87,0.88,0.89,0.90,0.90,0.91,0.92,0.93,0.94,0.95,0.95,0.96,0.97,0.98,inferred
"South East",2021-03-11,0.86,0.87,0.88,0.89,0.90,0.90,0.91,0.92,0.93,0.94,0.95,0.95,0.96,0.97,0.98,inferred
"South East",2021-03-12,0.86,0.87,0.88,0.89,0.90,0.90,0.91,0.92,0.93,0.94,0.95,0.95,0.96,0.97,0.98,inferred
"South East",2021-03-13,0.86,0.87,0.88,0.89,0.90,0.90,0.91,0.92,0.93,0.94,0.95,0.95,0.96,0.97,0.98,inferred
"South East",2021-03-14,0.86,0.87,0.88,0.89,0.90,0.90,0.91,0.92,0.92,0.93,0.94,0.94,0.95,0.96,0.97,inferred
"South East",2021-03-15,0.86,0.87,0.88,0.89,0.90,0.90,0.91,0.92,0.92,0.93,0.94,0.94,0.95,0.96,0.97,inferred
"South East",2021-03-16,0.86,0.87,0.88,0.89,0.90,0.90,0.91,0.92,0.92,0.93,0.94,0.94,0.95,0.96,0.97,inferred
"South East",2021-03-17,0.86,0.87,0.88,0.89,0.90,0.90,0.91,0.92,0.92,0.93,0.94,0.94,0.95,0.96,0.97,inferred
"South East",2021-03-18,0.86,0.87,0.88,0.89,0.90,0.90,0.91,0.92,0.92,0.93,0.94,0.94,0.95,0.96,0.97,inferred
"South East",2021-03-19,0.86,0.87,0.88,0.89,0.90,0.90,0.91,0.92,0.92,0.93,0.94,0.94,0.95,0.96,0.97,inferred
"South East",2021-03-20,0.86,0.87,0.88,0.89,0.90,0.90,0.91,0.92,0.92,0.93,0.94,0.94,0.95,0.96,0.97,inferred
"South East",2021-03-21,0.74,0.75,0.76,0.77,0.77,0.78,0.79,0.79,0.80,0.81,0.81,0.82,0.84,0.85,0.86,inferred
"South East",2021-03-22,0.74,0.75,0.76,0.77,0.77,0.78,0.79,0.79,0.80,0.81,0.81,0.82,0.84,0.85,0.86,inferred
"South East",2021-03-23,0.74,0.75,0.76,0.77,0.77,0.78,0.79,0.79,0.80,0.81,0.81,0.82,0.84,0.85,0.86,inferred
"South East",2021-03-24,0.74,0.75,0.76,0.77,0.77,0.78,0.79,0.79,0.80,0.81,0.81,0.82,0.84,0.85,0.86,inferred
"South East",2021-03-25,0.74,0.75,0.76,0.77,0.77,0.78,0.79,0.79,0.80,0.81,0.81,0.82,0.84,0.85,0.86,inferred
"South East",2021-03-26,0.74,0.75,0.76,0.77,0.77,0.78,0.79,0.79,0.80,0.81,0.81,0.82,0.84,0.85,0.86,inferred
"South East",2021-03-27,0.74,0.75,0.76,0.77,0.77,0.78,0.79,0.79,0.80,0.81,0.81,0.82,0.84,0.85,0.86,inferred
"South East",2021-03-28,0.75,0.76,0.77,0.78,0.79,0.79,0.80,0.81,0.82,0.84,0.84,0.85,0.87,0.89,0.90,inferred
"South East",2021-03-29,0.75,0.76,0.77,0.78,0.79,0.79,0.80,0.81,0.82,0.84,0.84,0.85,0.87,0.89,0.90,inferred
